date	close	index
21-May-08	178.19	1
20-May-08	185.9	1
19-May-08	183.6	2
16-May-08	187.62	3
15-May-08	189.73	1
14-May-08	186.26	2
13-May-08	189.96	1
12-May-08	188.16	1
9-May-08	183.45	2
8-May-08	185.06	3
7-May-08	182.59	2
6-May-08	186.66	3
5-May-08	184.73	1
2-May-08	180.94	3
1-May-08	180.0	3
30-Apr-08	173.95	2
29-Apr-08	175.05	3
28-Apr-08	172.24	3
25-Apr-08	169.73	1
24-Apr-08	168.94	3
23-Apr-08	162.89	2
22-Apr-08	160.2	3
21-Apr-08	168.16	3
18-Apr-08	161.04	1
17-Apr-08	154.49	3
16-Apr-08	153.7	1
15-Apr-08	148.38	3
14-Apr-08	147.78	1
11-Apr-08	147.14	1
10-Apr-08	154.55	2
9-Apr-08	151.44	2
8-Apr-08	152.84	3
7-Apr-08	155.89	1
4-Apr-08	153.08	3
3-Apr-08	151.61	2
2-Apr-08	147.49	2
1-Apr-08	149.53	2
31-Mar-08	143.5	1
28-Mar-08	143.01	1
27-Mar-08	140.25	1
26-Mar-08	145.06	1
25-Mar-08	140.98	3
24-Mar-08	139.53	2
20-Mar-08	133.27	1
19-Mar-08	129.67	2
18-Mar-08	132.82	2
17-Mar-08	126.73	2
14-Mar-08	126.61	1
13-Mar-08	127.94	3
12-Mar-08	126.03	2
11-Mar-08	127.35	3
10-Mar-08	119.69	2
7-Mar-08	122.25	3
6-Mar-08	120.93	3
5-Mar-08	124.49	3
4-Mar-08	124.62	3
3-Mar-08	121.73	2
29-Feb-08	125.02	1
28-Feb-08	129.91	1
27-Feb-08	122.96	2
26-Feb-08	119.15	1
25-Feb-08	119.74	1
22-Feb-08	119.46	3
21-Feb-08	121.54	2
20-Feb-08	123.82	1
19-Feb-08	122.18	3
15-Feb-08	124.63	1
14-Feb-08	127.46	2
13-Feb-08	129.4	1
12-Feb-08	124.86	3
11-Feb-08	129.45	2
8-Feb-08	125.48	3
7-Feb-08	121.24	3
6-Feb-08	122.0	3
5-Feb-08	129.36	1
4-Feb-08	131.65	3
1-Feb-08	133.75	2
31-Jan-08	135.36	2
30-Jan-08	132.18	2
29-Jan-08	131.54	1
28-Jan-08	130.01	1
25-Jan-08	130.01	1
24-Jan-08	135.6	2
23-Jan-08	139.07	1
22-Jan-08	155.64	3
18-Jan-08	161.36	3
17-Jan-08	160.89	3
16-Jan-08	159.64	1
15-Jan-08	169.04	2
14-Jan-08	178.78	3
11-Jan-08	172.69	1
10-Jan-08	178.02	3
9-Jan-08	179.4	3
8-Jan-08	171.25	2
7-Jan-08	177.64	1
4-Jan-08	180.05	2
3-Jan-08	194.93	2
2-Jan-08	194.84	2
31-Dec-07	198.08	2
28-Dec-07	199.83	2
27-Dec-07	198.57	1
26-Dec-07	198.95	2
24-Dec-07	198.8	3
21-Dec-07	193.91	2
20-Dec-07	187.21	2
19-Dec-07	183.12	2
18-Dec-07	182.98	1
17-Dec-07	184.4	1
14-Dec-07	190.39	3
13-Dec-07	191.83	3
12-Dec-07	190.86	1
11-Dec-07	188.54	3
10-Dec-07	194.21	3
7-Dec-07	194.3	3
6-Dec-07	189.95	1
5-Dec-07	185.5	2
4-Dec-07	179.81	1
3-Dec-07	178.86	1
30-Nov-07	182.22	1
29-Nov-07	184.29	3
28-Nov-07	180.22	3
27-Nov-07	174.81	3
26-Nov-07	172.54	1
23-Nov-07	171.54	2
21-Nov-07	168.46	3
20-Nov-07	168.85	1
19-Nov-07	163.95	1
16-Nov-07	166.39	1
15-Nov-07	164.3	1
14-Nov-07	166.11	3
13-Nov-07	169.96	1
12-Nov-07	153.76	3
9-Nov-07	165.37	3
8-Nov-07	175.47	3
7-Nov-07	186.3	2
6-Nov-07	191.79	3
5-Nov-07	186.18	3
2-Nov-07	187.87	3
1-Nov-07	187.44	2
31-Oct-07	189.95	3
30-Oct-07	187.0	1
29-Oct-07	185.09	2
26-Oct-07	184.7	2
25-Oct-07	182.78	1
24-Oct-07	185.93	2
23-Oct-07	186.16	3
22-Oct-07	174.36	2
19-Oct-07	170.42	3
18-Oct-07	173.5	3
17-Oct-07	172.75	2
16-Oct-07	169.58	3
15-Oct-07	166.98	2
12-Oct-07	167.25	3
11-Oct-07	162.23	3
10-Oct-07	166.79	2
9-Oct-07	167.86	1
8-Oct-07	167.91	1
5-Oct-07	161.45	2
4-Oct-07	156.24	2
3-Oct-07	157.92	3
2-Oct-07	158.45	1
1-Oct-07	156.34	2
28-Sep-07	153.47	2
27-Sep-07	154.5	3
26-Sep-07	152.77	1
25-Sep-07	153.18	1
24-Sep-07	148.28	1
21-Sep-07	144.15	3
20-Sep-07	140.31	3
19-Sep-07	140.77	1
18-Sep-07	140.92	2
17-Sep-07	138.41	3
14-Sep-07	138.81	1
13-Sep-07	137.2	1
12-Sep-07	136.85	3
11-Sep-07	135.49	2
10-Sep-07	136.71	3
7-Sep-07	131.77	3
6-Sep-07	135.01	2
5-Sep-07	136.76	1
4-Sep-07	144.16	1
31-Aug-07	138.48	3
30-Aug-07	136.25	3
29-Aug-07	134.08	3
28-Aug-07	126.82	1
27-Aug-07	132.25	1
24-Aug-07	135.3	2
23-Aug-07	131.07	2
22-Aug-07	132.51	1
21-Aug-07	127.57	3
20-Aug-07	122.22	1
17-Aug-07	122.06	1
16-Aug-07	117.05	3
15-Aug-07	119.9	3
14-Aug-07	124.03	3
13-Aug-07	127.79	3
10-Aug-07	125.0	3
9-Aug-07	126.39	1
8-Aug-07	134.01	2
7-Aug-07	135.03	3
6-Aug-07	135.25	1
3-Aug-07	131.85	3
2-Aug-07	136.49	2
1-Aug-07	135.0	1
31-Jul-07	131.76	1
30-Jul-07	141.43	1
27-Jul-07	143.85	2
26-Jul-07	146.0	1
25-Jul-07	137.26	2
24-Jul-07	134.89	1
23-Jul-07	143.7	2
20-Jul-07	143.75	3
19-Jul-07	140.0	1
18-Jul-07	138.12	3
17-Jul-07	138.91	3
16-Jul-07	138.1	3
13-Jul-07	137.73	2
12-Jul-07	134.07	3
11-Jul-07	132.39	2
10-Jul-07	132.35	3
9-Jul-07	130.33	2
6-Jul-07	132.3	3
5-Jul-07	132.75	2
3-Jul-07	127.17	3
2-Jul-07	121.26	2
29-Jun-07	122.04	2
28-Jun-07	120.56	3
27-Jun-07	121.89	3
26-Jun-07	119.65	1
25-Jun-07	122.34	2
22-Jun-07	123.0	1
21-Jun-07	123.9	2
20-Jun-07	121.55	2
19-Jun-07	123.66	1
18-Jun-07	125.09	1
15-Jun-07	120.5	2
14-Jun-07	118.75	3
13-Jun-07	117.5	2
12-Jun-07	120.38	1
11-Jun-07	120.19	1
8-Jun-07	124.49	3
7-Jun-07	124.07	3
6-Jun-07	123.64	2
5-Jun-07	122.67	3
4-Jun-07	121.33	1
1-Jun-07	118.4	1
31-May-07	121.19	2
30-May-07	118.77	1
29-May-07	114.35	1
25-May-07	113.62	3
24-May-07	110.69	3
23-May-07	112.89	1
22-May-07	113.54	1
21-May-07	111.98	3
18-May-07	110.02	3
17-May-07	109.44	1
16-May-07	107.34	2
15-May-07	107.52	2
14-May-07	109.36	2
11-May-07	108.74	3
10-May-07	107.34	1
9-May-07	106.88	1
8-May-07	105.06	2
7-May-07	103.92	1
4-May-07	100.81	3
3-May-07	100.4	2
2-May-07	100.39	2
1-May-07	99.47	2
30-Apr-07	99.8	1
27-Apr-07	99.92	1
26-Apr-07	98.84	3
25-Apr-07	95.35	3
24-Apr-07	93.24	2
